statename,distname,YEAR,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER
Chhattisgarh,Jagdalpur,2003,51,3
Chhattisgarh,Janjgir,2003,30,0
Chhattisgarh,Jashpur,2003,40,5
Chhattisgarh,Kabirdham,2003,12,0
Chhattisgarh,Kanker,2003,34,0
Chhattisgarh,Korba,2003,32,0
Chhattisgarh,Koriya,2003,41,1
Chhattisgarh,Mahasamund,2003,21,5
Chhattisgarh,Narayanpur,2003,11,0
Chhattisgarh,Raigarh,2003,46,0
Chhattisgarh,Raipur,2003,77,4
Chhattisgarh,Rajnandgaon,2003,36,6
Chhattisgarh,Sarguja,2003,88,0
Chhattisgarh,Total,2003,776,51
Goa,North Goa,2003,22,3
Goa,South Goa,2003,12,3
Goa,Total,2003,34,6
Gujarat,Ahmedabad Commr.,2003,90,3
Gujarat,Ahmedabad Rural,2003,38,1
Gujarat,Ahwa-Dang,2003,6,0
Gujarat,Amreli,2003,19,0
Gujarat,Anand,2003,28,2
Gujarat,Bharuch,2003,43,0
Gujarat,Bhavnagar,2003,57,0
Gujarat,Dahod,2003,43,0
Gujarat,Gandhinagar,2003,23,0
Gujarat,Himatnagar,2003,42,1
Gujarat,Jamnagar,2003,34,1
Gujarat,Junagadh,2003,52,0
Gujarat,Kheda North,2003,46,2
Gujarat,Kutch,2003,30,2
Gujarat,Mehsana,2003,37,0
Gujarat,Narmada,2003,13,0
Gujarat,Navsari,2003,26,0
Gujarat,Palanpur,2003,38,1
Gujarat,Panchmahal,2003,45,1
Gujarat,Patan,2003,17,1
Gujarat,Porbandar,2003,8,1
Gujarat,Rajkot Commr.,2003,37,1
Gujarat,Rajkot Rural,2003,38,1
Gujarat,Surat Commr.,2003,75,5
Gujarat,Surat Rural,2003,52,0
Gujarat,Surendranagar,2003,25,0
Gujarat,Vadodara Commr.,2003,38,1
Gujarat,Vadodara Rural,2003,74,1
Gujarat,Valsad,2003,31,4
Gujarat,W.Rly,2003,9,0
Gujarat,Total,2003,1114,29
Haryana,Ambala,2003,26,3
Haryana,Bhiwani,2003,47,3
Haryana,Faridabad,2003,57,2
Haryana,Fatehabad,2003,18,4
Haryana,Grp,2003,19,0
Haryana,Gurgaon,2003,62,6
Haryana,Hissar,2003,50,4
Haryana,Jhajjar,2003,39,3
Haryana,Jind,2003,33,13
Haryana,Kaithal,2003,18,2
Haryana,Karnal,2003,41,4
Haryana,Kurukshetra,2003,30,3
Haryana,Mahendragarh,2003,16,3
Haryana,Panchkula,2003,11,4
Haryana,Panipat,2003,47,10
Haryana,Rewari,2003,16,0
Haryana,Rohtak,2003,50,2
Haryana,Sirsa,2003,38,2
Haryana,Sonipat,2003,62,5
Haryana,Yamunanagar,2003,22,3
Haryana,Total,2003,702,76
Himachal Pradesh,Bilaspur,2003,8,0
Himachal Pradesh,Chamba,2003,6,0
Himachal Pradesh,G.R.P.,2003,0,0
Himachal Pradesh,Hamirpur,2003,4,0
Himachal Pradesh,Kangra,2003,38,0
Himachal Pradesh,Kinnaur,2003,3,1
Himachal Pradesh,Kullu,2003,14,2
Himachal Pradesh,Lahaul-Spiti,2003,0,0
Himachal Pradesh,Mandi,2003,10,0
Himachal Pradesh,Shimla,2003,18,0
Himachal Pradesh,Sirmaur,2003,6,1
Himachal Pradesh,Solan,2003,13,1
Himachal Pradesh,Una,2003,5,0
Himachal Pradesh,Total,2003,125,5
Jammu & Kashmir,Anantnag,2003,77,5
Jammu & Kashmir,Awantipora,2003,8,1
Jammu & Kashmir,Baramulla,2003,95,2
Jammu & Kashmir,Border,2003,8,0
Jammu & Kashmir,Budgam,2003,48,5
Jammu & Kashmir,Crime Jammu,2003,1,0
Jammu & Kashmir,Crime Srinagar,2003,1,0
Jammu & Kashmir,Doda,2003,87,0
Jammu & Kashmir,Ganderbal,2003,15,1
Jammu & Kashmir,Handwara,2003,39,2
Jammu & Kashmir,Jammu,2003,34,6
Jammu & Kashmir,Kargil,2003,0,0
Jammu & Kashmir,Kathua,2003,16,0
Jammu & Kashmir,Kulgam,2003,43,0
Jammu & Kashmir,Kupwara,2003,38,0
Jammu & Kashmir,Leh,2003,0,0
Jammu & Kashmir,Poonch,2003,111,0
Jammu & Kashmir,Pulwama,2003,70,3
Jammu & Kashmir,Railways,2003,0,0
Jammu & Kashmir,Rajouri,2003,86,0
Jammu & Kashmir,Ramban,2003,53,1
Jammu & Kashmir,Reasi,2003,33,0
Jammu & Kashmir,Srinagar,2003,56,3
Jammu & Kashmir,Udhampur,2003,10,0
Jammu & Kashmir,Total,2003,929,29
Jharkhand,Bokaro,2003,58,2
Jharkhand,Chaibasa,2003,129,34
Jharkhand,Chatra,2003,35,3
Jharkhand,Deoghar,2003,55,5
Jharkhand,Dhanbad,2003,92,7
Jharkhand,Dhanbad Rly.,2003,9,0
Jharkhand,Dumka,2003,57,3
Jharkhand,Garhwa,2003,32,3
Jharkhand,Giridih,2003,65,7
Jharkhand,Godda,2003,31,0
Jharkhand,Gumla,2003,131,12
Jharkhand,Hazaribagh,2003,81,11
Jharkhand,Jamshedpur,2003,49,5
Jharkhand,Jamshedpur Rly.,2003,6,0
Jharkhand,Jamtara,2003,17,3
Jharkhand,Koderma,2003,30,0
Jharkhand,Latehar,2003,43,3
Jharkhand,Lohardagga,2003,44,1
Jharkhand,Pakur,2003,27,4
Jharkhand,Palamu,2003,70,1
Jharkhand,Ranchi,2003,250,0
Jharkhand,Sahebganj,2003,61,3
Jharkhand,Saraikela,2003,60,0
Jharkhand,Simdega,2003,50,2
Jharkhand,Total,2003,1482,109
Karnataka,Bagalkot,2003,50,6
Karnataka,Bangalore Commr.,2003,216,1
Karnataka,Bangalore Rural,2003,128,17
Karnataka,Belgaum,2003,107,3
Karnataka,Bellary,2003,48,0
Karnataka,Bidar,2003,37,3
Karnataka,Bijapur,2003,55,2
Karnataka,Chamarajnagar,2003,25,0
Karnataka,Chickmagalur,2003,28,1
Karnataka,Chitradurga,2003,42,0
Karnataka,Dakshin Kannada,2003,35,1
Karnataka,Davanagere,2003,28,3
Karnataka,Dharwad Commr.,2003,23,0
Karnataka,Dharwad Rural,2003,28,3
Karnataka,Gadag,2003,16,0
Karnataka,Gulbarga,2003,88,3
Karnataka,Hassan,2003,53,0
Karnataka,Haveri,2003,25,0
Karnataka,K.G.F.,2003,12,1
Karnataka,Kodagu,2003,32,0
Karnataka,Kolar,2003,65,1
Karnataka,Koppal,2003,24,0
Karnataka,Mandya,2003,57,0
Karnataka,Mysore Commr.,2003,26,0
Karnataka,Mysore Rural,2003,40,0
Karnataka,Raichur,2003,37,8
Karnataka,Railways,2003,13,1
Karnataka,Shimoga,2003,51,0
Karnataka,Tumkur,2003,79,2
Karnataka,Udupi,2003,15,2
Karnataka,Uttar Kannada,2003,23,0
Karnataka,Total,2003,1506,58
Kerala,Alapuzha,2003,23,0
Kerala,Cbcid,2003,18,0
Kerala,Ernakulam Commr.,2003,21,7
Kerala,Ernakulam Rural,2003,25,16
Kerala,Idukki,2003,28,0
Kerala,Kannur,2003,12,7
Kerala,Kasargod,2003,24,9
Kerala,Kollam,2003,36,97
Kerala,Kottayam,2003,19,7
Kerala,Kozhikode Commr.,2003,14,18
Kerala,Kozhikode Rural,2003,8,31
Kerala,Malappuram,2003,18,25
Kerala,Palakkad,2003,52,25
Kerala,Pathanamthitta,2003,27,31
Kerala,Railways,2003,3,1
Kerala,Thrissur,2003,39,33
Kerala,Trivandrum Commr.,2003,10,16
Kerala,Trivandrum Rural,2003,37,11
Kerala,Wayanadu,2003,21,9
Kerala,Total,2003,435,343
Madhya Pradesh,Anuppur,2003,10,0
Madhya Pradesh,Ashok Nagar,2003,24,3
Madhya Pradesh,Balaghat,2003,55,2
Madhya Pradesh,Barwani,2003,45,0
Madhya Pradesh,Betul,2003,65,4
Madhya Pradesh,Bhind,2003,61,3
Madhya Pradesh,Bhopal,2003,54,0
Madhya Pradesh,Bhopal Rly.,2003,5,1
Madhya Pradesh,Burhanpur,2003,6,0
Madhya Pradesh,Chhatarpur,2003,55,1
Madhya Pradesh,Chhindwara,2003,45,5
Madhya Pradesh,Damoh,2003,47,0
Madhya Pradesh,Datiya,2003,55,0
Madhya Pradesh,Dewas,2003,57,2
Madhya Pradesh,Dhar,2003,87,0
Madhya Pradesh,Dindori,2003,14,0
Madhya Pradesh,Guna,2003,37,8
Madhya Pradesh,Gwalior,2003,91,8
Madhya Pradesh,Harda,2003,13,0
Madhya Pradesh,Hoshangabad,2003,49,68
Madhya Pradesh,Indore,2003,93,3
Madhya Pradesh,Indore Rly.,2003,4,1
Madhya Pradesh,Jabalpur,2003,92,0
Madhya Pradesh,Jabalpur Rly.,2003,1,0
Madhya Pradesh,Jhabua,2003,119,15
Madhya Pradesh,Katni,2003,35,3
Madhya Pradesh,Khandwa,2003,31,0
Madhya Pradesh,Khargon,2003,37,7
Madhya Pradesh,Mandla,2003,37,1
Madhya Pradesh,Mandsaur,2003,30,0
Madhya Pradesh,Morena,2003,57,4
Madhya Pradesh,Narsinghpur,2003,44,2
Madhya Pradesh,Neemuch,2003,13,2
Madhya Pradesh,Panna,2003,36,1
Madhya Pradesh,Raisen,2003,35,0
Madhya Pradesh,Rajgarh,2003,31,1
Madhya Pradesh,Ratlam,2003,45,3
Madhya Pradesh,Rewa,2003,57,0
Madhya Pradesh,Sagar,2003,59,0
Madhya Pradesh,Satna,2003,61,0
Madhya Pradesh,Seoni,2003,27,2
Madhya Pradesh,Shahdol,2003,60,8
Madhya Pradesh,Shajapur,2003,31,3
Madhya Pradesh,Sheopur,2003,15,0
Madhya Pradesh,Shivpuri,2003,60,0
Madhya Pradesh,Sidhi,2003,44,5
Madhya Pradesh,Sihore,2003,32,2
Madhya Pradesh,Tikamgarh,2003,40,0
Madhya Pradesh,Ujjain,2003,58,1
Madhya Pradesh,Umariya,2003,27,34
Madhya Pradesh,Vidisha,2003,41,0
Madhya Pradesh,Total,2003,2227,203
Maharashtra,Ahmednagar,2003,101,2
Maharashtra,Akola,2003,48,0
Maharashtra,Amravati Commr.,2003,31,2
Maharashtra,Amravati Rural,2003,53,3
Maharashtra,Aurangabad Commr.,2003,28,1
Maharashtra,Aurangabad Rural,2003,60,0
Maharashtra,Beed,2003,72,1
Maharashtra,Bhandara,2003,30,1
Maharashtra,Buldhana,2003,53,4
Maharashtra,Chandrapur,2003,41,8
Maharashtra,Dhule,2003,32,2
Maharashtra,Gadchiroli,2003,58,4
Maharashtra,Gondia,2003,41,1
Maharashtra,Hingoli,2003,28,1
Maharashtra,Jalgaon,2003,82,3
Maharashtra,Jalna,2003,53,1
Maharashtra,Kolhapur,2003,66,7
Maharashtra,Latur,2003,56,0
Maharashtra,Mumbai,2003,242,8
Maharashtra,Mumbai Rly.,2003,9,0
Maharashtra,Nagpur Commr.,2003,104,0
Maharashtra,Nagpur Rly.,2003,8,0
Maharashtra,Nagpur Rural,2003,73,5
Maharashtra,Nanded,2003,71,1
Maharashtra,Nandurbar,2003,43,0
Maharashtra,Nasik Commr.,2003,27,1
Maharashtra,Nasik Rural,2003,110,5
Maharashtra,Navi Mumbai,2003,50,0
Maharashtra,Osmanabad,2003,38,2
Maharashtra,Parbhani,2003,52,1
Maharashtra,Pune Commr.,2003,110,4
Maharashtra,Pune Rly.,2003,0,0
Maharashtra,Pune Rural,2003,127,6
Maharashtra,Raigad,2003,50,1
Maharashtra,Ratnagiri,2003,20,3
Maharashtra,Sangli,2003,78,5
Maharashtra,Satara,2003,61,0
Maharashtra,Sindhudurg,2003,14,1
Maharashtra,Solapur Commr.,2003,22,2
Maharashtra,Solapur Rural,2003,112,6
Maharashtra,Thane Commr.,2003,111,4
Maharashtra,Thane Rural,2003,149,7
Maharashtra,Wardha,2003,48,3
Maharashtra,Washim,2003,27,1
Maharashtra,Yavatmal,2003,83,6
Maharashtra,Total,2003,2772,113
Manipur,Bishnupur,2003,22,1
Manipur,Chandel,2003,17,0
Manipur,Churachandpur,2003,14,0
Manipur,Imphal(East),2003,25,1
Manipur,Imphal(West),2003,28,1
Manipur,Senapati,2003,17,2
Manipur,Tamenglong,2003,3,0
Manipur,Thoubal,2003,22,1
Manipur,Ukhrul,2003,2,0
Manipur,Total,2003,150,6
Meghalaya,Garo Hills East,2003,14,1
Meghalaya,Garo Hills South,2003,7,0
Meghalaya,Garo Hills West,2003,24,12
Meghalaya,Jaintia Hills,2003,52,0
Meghalaya,Khasi Hills East,2003,45,3
Meghalaya,Khasi Hills West,2003,17,0
Meghalaya,Ri-Bhoi,2003,16,1
Meghalaya,Total,2003,175,17
Mizoram,Aizawl,2003,14,1
Mizoram,Champhai,2003,6,1
Mizoram,Kolasib,2003,5,1
Mizoram,Lawngtlai,2003,6,0
Mizoram,Lunglei,2003,6,0
Mizoram,Mamit,2003,2,0
Mizoram,Saiha,2003,6,0
Mizoram,Serchhip,2003,1,0
Mizoram,Total,2003,46,3
Nagaland,Dimapur,2003,15,3
Nagaland,Kiphire,2003,1,0
Nagaland,Kohima,2003,28,0
Nagaland,Mokokchung,2003,8,1
Nagaland,Mon,2003,7,0
Nagaland,Peren,2003,4,2
Nagaland,Phek,2003,8,2
Nagaland,Tuensang,2003,9,0
Nagaland,Wokha,2003,5,0
Nagaland,Zunheboto,2003,6,0
Nagaland,Total,2003,91,8
Orissa,Angul,2003,42,1
Orissa,Balasore,2003,45,1
Orissa,Baragarh,2003,27,10
Orissa,Berhampur,2003,13,0
Orissa,Bhadrak,2003,17,0
Orissa,Bolangir,2003,24,0
Orissa,Boudh,2003,14,0
Orissa,Cuttack,2003,47,138
Orissa,Deogarh,2003,12,0
Orissa,Dhenkanal,2003,34,0
Orissa,Gajapati,2003,9,0
Orissa,Ganjam,2003,54,4
Orissa,Jagatsinghpur,2003,22,6
Orissa,Jajpur,2003,23,0
Orissa,Jharsuguda,2003,22,2
Orissa,Kalahandi,2003,14,2
Orissa,Kandhamal,2003,25,1
Orissa,Kendrapara,2003,26,0
Orissa,Keonjhar,2003,76,4
Orissa,Khurda,2003,65,0
Orissa,Koraput,2003,41,0
Orissa,Malkangir,2003,31,9
Orissa,Mayurbhanj,2003,79,1
Orissa,Nayagarh,2003,28,2
Orissa,Nowrangpur,2003,17,3
Orissa,Nuapada,2003,10,0
Orissa,Puri,2003,49,0
Orissa,Rayagada,2003,27,1
Orissa,Rourkela,2003,23,0
Orissa,Sambalpur,2003,29,1
Orissa,Sonepur,2003,9,0
Orissa,Srp(Cuttack),2003,3,0
Orissa,Srp(Rourkela),2003,4,0
Orissa,Sundargarh,2003,83,2
Orissa,Total,2003,1044,188
Punjab,Amritsar,2003,49,3
Punjab,Barnala,2003,16,3
Punjab,Batala,2003,34,3
Punjab,Bhatinda,2003,51,2
Punjab,Faridkot,2003,12,2
Punjab,Fatehgarh Sahib,2003,11,3
Punjab,Ferozepur,2003,51,5
Punjab,G.R.P,2003,10,2
Punjab,Gurdaspur,2003,23,4
Punjab,Hoshiarpur,2003,38,2
Punjab,Jagraon,2003,23,3
Punjab,Jalandhar,2003,55,15
Punjab,Kapurthala,2003,22,3
Punjab,Khanna,2003,18,0
Punjab,Ludhiana,2003,64,5
Punjab,Majitha,2003,42,3
Punjab,Mansa,2003,17,2
Punjab,Moga,2003,27,4
Punjab,Muktsar,2003,15,2
Punjab,Nawan Shahr,2003,15,0
Punjab,Patiala,2003,49,7
Punjab,Ropar,2003,24,2
Punjab,Sangrur,2003,33,9
Punjab,Tarn Taran,2003,32,5
Punjab,Total,2003,731,89
Rajasthan,Ajmer,2003,47,3
Rajasthan,Alwar,2003,80,0
Rajasthan,Banswara,2003,35,0
Rajasthan,Baran,2003,25,2
Rajasthan,Barmer,2003,16,2
Rajasthan,Bharatpur,2003,91,3
Rajasthan,Bhilwara,2003,24,0
Rajasthan,Bikaner,2003,50,0
Rajasthan,Bundi,2003,28,3
Rajasthan,Chittorgarh,2003,50,6
Rajasthan,Churu,2003,29,1
Rajasthan,Dausa,2003,33,0
Rajasthan,Dholpur,2003,40,1
Rajasthan,Dungarpur,2003,30,2
Rajasthan,G.R.P.,2003,5,1
Rajasthan,Ganganagar,2003,59,0
Rajasthan,Hanumangarh,2003,59,1
Rajasthan,Jaipur,2003,92,7
Rajasthan,Jaisalmer,2003,3,0
Rajasthan,Jalore,2003,22,1
Rajasthan,Jhalawar,2003,32,7
Rajasthan,Jhunjhunu,2003,41,0
Rajasthan,Jodhpur,2003,39,5
Rajasthan,Karauli,2003,28,0
Rajasthan,Kota,2003,35,0
Rajasthan,Nagaur,2003,45,0
Rajasthan,Pali,2003,38,4
Rajasthan,Rajsamand,2003,21,0
Rajasthan,Sawai Madhopur,2003,24,1
Rajasthan,Sikar,2003,33,1
Rajasthan,Sirohi,2003,27,0
Rajasthan,Tonk,2003,20,5
Rajasthan,Udaipur,2003,61,5
Rajasthan,Total,2003,1262,61
Sikkim,East,2003,7,1
Sikkim,North,2003,1,0
Sikkim,South,2003,3,1
Sikkim,West,2003,3,1
Sikkim,Total,2003,14,3
Tamil Nadu,Chengai,2003,84,0
Tamil Nadu,Chennai,2003,71,4
Tamil Nadu,Chennai Rly.,2003,0,0
Tamil Nadu,Coimbatore Rural,2003,72,1
Tamil Nadu,Coimbatore Urban,2003,22,0
Tamil Nadu,Cuddalore,2003,62,2
Tamil Nadu,Dharmapuri,2003,90,2
Tamil Nadu,Dindigul,2003,62,0
Tamil Nadu,Erode,2003,53,2
Tamil Nadu,Kanchipuram,2003,48,0
Tamil Nadu,Kanyakumari,2003,38,3
Tamil Nadu,Karur,2003,26,0
Tamil Nadu,Madurai Rural,2003,48,1
Tamil Nadu,Madurai Urban,2003,27,1
Tamil Nadu,Nagapattinam,2003,41,0
Tamil Nadu,Namakkal,2003,31,0
Tamil Nadu,Nilgiris,2003,18,0
Tamil Nadu,Perambalur,2003,31,1
Tamil Nadu,Pudukottai,2003,32,0
Tamil Nadu,Ramnathapuram,2003,26,0
Tamil Nadu,Salem Rural,2003,78,2
Tamil Nadu,Salem Urban,2003,15,0
Tamil Nadu,Sivagangai,2003,24,1
Tamil Nadu,Thanjavur,2003,60,0
Tamil Nadu,Theni,2003,35,0
Tamil Nadu,Thirunelveli Rural,2003,54,0
Tamil Nadu,Thirunelveli Urban,2003,12,0
Tamil Nadu,Thiruvallur,2003,25,0
Tamil Nadu,Thiruvannamalai,2003,38,1
Tamil Nadu,Thiruvarur,2003,14,2
Tamil Nadu,Thoothugudi,2003,76,1
Tamil Nadu,Trichy Rly.,2003,0,1
Tamil Nadu,Trichy Rural,2003,44,0
Tamil Nadu,Trichy Urban,2003,17,0
Tamil Nadu,Vellore,2003,87,0
Tamil Nadu,Villupuram,2003,77,3
Tamil Nadu,Virudhunagar,2003,53,0
Tamil Nadu,Total,2003,1591,28
Tripura,Dhalai,2003,40,0
Tripura,North,2003,40,0
Tripura,South,2003,38,0
Tripura,West,2003,136,0
Tripura,Total,2003,254,0
Uttar Pradesh,Agra,2003,126,34
Uttar Pradesh,Aligarh,2003,156,42
Uttar Pradesh,Allahabad,2003,119,39
Uttar Pradesh,Ambedkar Nagar,2003,12,14
Uttar Pradesh,Auraiya,2003,32,17
Uttar Pradesh,Azamgarh,2003,89,21
Uttar Pradesh,Badaun,2003,182,34
Uttar Pradesh,Baghpat,2003,81,4
Uttar Pradesh,Bahraich,2003,41,24
Uttar Pradesh,Ballia,2003,32,32
Uttar Pradesh,Balrampur,2003,15,7
Uttar Pradesh,Banda,2003,49,12
Uttar Pradesh,Barabanki,2003,55,15
Uttar Pradesh,Bareilly,2003,194,40
Uttar Pradesh,Basti,2003,38,17
Uttar Pradesh,Bijnor,2003,81,17
Uttar Pradesh,Bulandshahar,2003,144,29
Uttar Pradesh,Chandoli,2003,30,5
Uttar Pradesh,Chitrakoot Dham,2003,30,7
Uttar Pradesh,Deoria,2003,34,26
Uttar Pradesh,Etah,2003,137,26
Uttar Pradesh,Etawah,2003,44,9
Uttar Pradesh,Faizabad,2003,31,15
Uttar Pradesh,Fatehgarh,2003,72,18
Uttar Pradesh,Fatehpur,2003,73,35
Uttar Pradesh,Firozabad,2003,95,25
Uttar Pradesh,G.R.P.,2003,19,4
Uttar Pradesh,Gautambudh Nagar,2003,66,9
Uttar Pradesh,Ghaziabad,2003,176,40
Uttar Pradesh,Ghazipur,2003,48,18
Uttar Pradesh,Gonda,2003,21,21
Uttar Pradesh,Gorakhpur,2003,82,39
Uttar Pradesh,Hamirpur,2003,36,26
Uttar Pradesh,Hardoi,2003,101,27
Uttar Pradesh,Hathras,2003,52,9
Uttar Pradesh,J.P.Nagar,2003,62,11
Uttar Pradesh,Jalaun,2003,68,13
Uttar Pradesh,Jaunpur,2003,33,31
Uttar Pradesh,Jhansi,2003,54,14
Uttar Pradesh,Kannauj,2003,64,16
Uttar Pradesh,Kanpur Dehat,2003,37,27
Uttar Pradesh,Kanpur Nagar,2003,187,38
Uttar Pradesh,Kaushambi,2003,56,11
Uttar Pradesh,Khiri,2003,99,31
Uttar Pradesh,Kushi Nagar,2003,37,18
Uttar Pradesh,Lalitpur,2003,12,8
Uttar Pradesh,Lucknow,2003,176,34
Uttar Pradesh,Maharajganj,2003,28,24
Uttar Pradesh,Mahoba,2003,32,10
Uttar Pradesh,Mainpuri,2003,108,31
Uttar Pradesh,Mathura,2003,94,19
Uttar Pradesh,Mau,2003,38,13
Uttar Pradesh,Meerut,2003,193,21
Uttar Pradesh,Mirzapur,2003,31,11
Uttar Pradesh,Moradabad,2003,156,34
Uttar Pradesh,Muzaffarnagar,2003,186,46
Uttar Pradesh,Pilibhit,2003,63,14
Uttar Pradesh,Pratapgarh,2003,44,19
Uttar Pradesh,Raibareilly,2003,69,28
Uttar Pradesh,Rampur,2003,63,17
Uttar Pradesh,Saharanpur,2003,82,36
Uttar Pradesh,Sant Kabirnagar,2003,19,4
Uttar Pradesh,Shahjahanpur,2003,162,36
Uttar Pradesh,Shrawasti,2003,15,12
Uttar Pradesh,Sidharthnagar,2003,10,9
Uttar Pradesh,Sitapur,2003,129,46
Uttar Pradesh,Sonbhadra,2003,19,13
Uttar Pradesh,St.Ravidasnagar,2003,18,6
Uttar Pradesh,Sultanpur,2003,62,21
Uttar Pradesh,Unnao,2003,111,19
Uttar Pradesh,Varanasi,2003,74,27
Uttar Pradesh,Total,2003,5284,1525
Uttarakhand,Almora,2003,15,2
Uttarakhand,Bageshwar,2003,11,0
Uttarakhand,Chamoli,2003,9,0
Uttarakhand,Champawat,2003,7,2
Uttarakhand,Dehradun,2003,31,5
Uttarakhand,Haridwar,2003,75,9
Uttarakhand,Nainital,2003,31,1
Uttarakhand,Pauri Garhwal,2003,15,0
Uttarakhand,Pithoragarh,2003,5,3
Uttarakhand,Rudra Prayag,2003,8,0
Uttarakhand,Tehri Garhwal,2003,9,1
Uttarakhand,Udhamsingh Nagar,2003,46,6
Uttarakhand,Uttarkashi,2003,6,2
Uttarakhand,Total,2003,268,31
West Bengal,24 Parganas North,2003,193,50
West Bengal,24 Parganas South,2003,125,60
West Bengal,Asansol,2003,28,5
West Bengal,Bankura,2003,41,11
West Bengal,Birbhum,2003,51,25
West Bengal,Burdwan,2003,98,25
West Bengal,Coochbehar,2003,24,17
West Bengal,Dakshin Dinajpur,2003,22,12
West Bengal,Darjeeling,2003,54,16
West Bengal,Hooghly,2003,88,31
West Bengal,Howrah,2003,25,15
West Bengal,Howrah City,2003,18,12
West Bengal,Howrah G.R.P.,2003,11,0
West Bengal,Jalpaiguri,2003,108,56
West Bengal,Kharagpur G.R.P.,2003,2,0
West Bengal,Kolkata,2003,52,13
West Bengal,Malda,2003,48,20
West Bengal,Murshidabad,2003,116,42
West Bengal,Nadia,2003,93,7
West Bengal,Paschim Midnapur,2003,77,27
West Bengal,Purab Midnapur,2003,43,12
West Bengal,Purulia,2003,46,10
West Bengal,Sealdah G.R.P.,2003,22,3
West Bengal,Siliguri G.R.P.,2003,6,0
West Bengal,Uttar Dinajpur,2003,34,15
West Bengal,Total,2003,1425,484
Andaman & Nicobar Islands,Andaman,2003,16,1
Andaman & Nicobar Islands,Nicobar,2003,5,0
Andaman & Nicobar Islands,Total,2003,21,1
Chandigarh,Chandigarh,2003,21,2
Chandigarh,Total,2003,21,2
Dadra & Nagar Haveli,D And N Haveli,2003,11,0
Dadra & Nagar Haveli,Total,2003,11,0
Daman & Diu,Daman,2003,6,0
Daman & Diu,Diu,2003,0,0
Daman & Diu,Total,2003,6,0
Nct Of Delhi,Central,2003,29,6
Nct Of Delhi,Delhi Ut Total,2003,485,65
Nct Of Delhi,East,2003,44,6
Nct Of Delhi,G.R.P.(Rly),2003,8,2
Nct Of Delhi,I.G.I. Airport,2003,2,0
Nct Of Delhi,New Delhi,2003,7,1
Nct Of Delhi,North,2003,32,12
Nct Of Delhi,North East,2003,54,5
Nct Of Delhi,North West,2003,106,12
Nct Of Delhi,S.T.F.,2003,0,0
Nct Of Delhi,South,2003,86,10
Nct Of Delhi,South West,2003,45,5
Nct Of Delhi,West,2003,72,6
Lakshadweep,Lakshadweep,2003,0,0
Lakshadweep,Total,2003,0,0
Pondicherry,Pondicherry,2003,29,0
Pondicherry,Total,2003,29,0
Andhra Pradesh,Adilabad,2004,113,11
Andhra Pradesh,Anantapur,2004,152,5
Andhra Pradesh,Chittoor,2004,105,1
Andhra Pradesh,Cuddapah,2004,96,0
Andhra Pradesh,Cyberabad,2004,145,8
Andhra Pradesh,East Godavari,2004,96,1
Andhra Pradesh,Guntakal Rly.,2004,8,0
Andhra Pradesh,Guntur,2004,163,0
Andhra Pradesh,Hyderabad City,2004,121,1
Andhra Pradesh,Karimnagar,2004,123,9
Andhra Pradesh,Khammam,2004,108,4
Andhra Pradesh,Krishna,2004,60,1
Andhra Pradesh,Kurnool,2004,112,3
Andhra Pradesh,Mahaboobnagar,2004,183,23
Andhra Pradesh,Medak,2004,127,10
Andhra Pradesh,Nalgonda,2004,118,5
Andhra Pradesh,Nellore,2004,94,13
Andhra Pradesh,Nizamabad,2004,96,27
Andhra Pradesh,Prakasham,2004,103,4
Andhra Pradesh,Ranga Reddy,2004,73,6
Andhra Pradesh,Secunderabad Rly.,2004,8,0
Andhra Pradesh,Srikakulam,2004,26,14
Andhra Pradesh,Vijayawada,2004,46,1
Andhra Pradesh,Vijayawada Rly.,2004,1,0
Andhra Pradesh,Visakha Rural,2004,50,1
Andhra Pradesh,Visakhapatnam,2004,27,3
Andhra Pradesh,Vizianagaram,2004,42,2
Andhra Pradesh,Warangal,2004,111,7
Andhra Pradesh,West Godavari,2004,72,3
Andhra Pradesh,Total,2004,2579,163
Arunachal Pradesh,Changlang,2004,8,1
Arunachal Pradesh,Dibang Valley,2004,1,0
Arunachal Pradesh,K/Kumey,2004,5,0
Arunachal Pradesh,Kameng East,2004,4,0
Arunachal Pradesh,Kameng West,2004,3,0
Arunachal Pradesh,Lohit,2004,10,0
Arunachal Pradesh,Papum Pare,2004,7,0
Arunachal Pradesh,Siang East,2004,1,0
Arunachal Pradesh,Siang Upper,2004,1,0
Arunachal Pradesh,Siang West,2004,3,0
Arunachal Pradesh,Subansiri Lower,2004,8,0
Arunachal Pradesh,Subansiri Upper,2004,10,0
Arunachal Pradesh,Tawang,2004,0,0
Arunachal Pradesh,Tirap,2004,3,0
Arunachal Pradesh,Upper Dibang Valley,2004,3,0
Arunachal Pradesh,Total,2004,67,1
Assam,Barpeta,2004,48,1
Assam,Bongaigaon,2004,36,0
Assam,C.I.D.,2004,0,0
Assam,Cachar,2004,46,3
Assam,Darrang,2004,69,1
Assam,Dhemaji,2004,17,0
Assam,Dhubri,2004,53,1
Assam,Dibrugarh,2004,125,3
Assam,G.R.P.,2004,17,0
Assam,Goalpara,2004,35,0
Assam,Golaghat,2004,71,9
Assam,Guwahati City,2004,21,15
